Country,Project,Main_fuel,Other_fuels,Location,Status,Capacity,Began_operations,Owner,Capital,CompanyHQ,Shareholders,Notes,Links,Latitude,Longitude,capacity_old,Fuel_test
Paraguay,Central Térmica Bahía Negra,Diesel,,"Bahía Negra, Alto Paraguay",active,2,1981,Administración Nacional de Electricidad (ANDE),state-owned,Asunción,100% state-owned,"Única active las 24 horas. En Paraguay el 99% de la producción de energía eléctrica es renovable. Es generada por la hidroeléctrica nacional Acaray & las represas binacionales Itaipú & Yacyretâ. Sin embargo, el sistema de distribución de energía es ineficiente.",,-20.2262989,-58.16936,2.0,Diesel
Paraguay,Central Térmica Fuerte Olimpo,Diesel,,"Fuerte Olimpo, Alto Paraguay",active,1,2010,Administración Nacional de Electricidad (ANDE),state-owned,Asunción,100% state-owned,active en caso de quedar fuera de servicio la línea principal.,,-21.042,-57.874,1.0,Diesel
Paraguay,Central Térmica Salto del Guairá,Diesel,,"Salto del Guairá, Canindeyú",active,7,2012,Administración Nacional de Electricidad (ANDE),state-owned,Asunción,100% state-owned,active en caso de quedar fuera de servicio la línea principal.,,-24.0625,-54.30694,7.0,Diesel
Paraguay,"Central Térmica 
 Pilar",Diesel,,"Pilar, Ñeembucú",active,2,,Administración Nacional de Electricidad (ANDE),state-owned,Asunción,100% state-owned,active en caso de quedar fuera de servicio la línea principal.,,-26.85874,-58.30639,2.0,Diesel
Paraguay,Central Térmica Alberdi,Diesel,,"Alberdi, Ñeembucú",active,1,,Administración Nacional de Electricidad (ANDE),state-owned,Asunción,100% state-owned,active en caso de quedar fuera de servicio la línea principal.,,-26.1892766,-58.1352,1.0,Diesel
Paraguay,Central Térmica Puerto Sajonia,oil,,"Asunción, Capital",closed,33,,Administración Nacional de Electricidad (ANDE),state-owned,Asunción,100% state-owned,Sin uso desde la década del 70.,,-25.2819,-57.635,33.0,oil
Paraguay,Central Térmica San Lorenzo,oil,,"San Lorenzo, Central",closed,42,,Administración Nacional de Electricidad (ANDE),state-owned,Asunción,100% state-owned,Vendida a Argentina en la década del 70.,,-25.33968,-57.50879,42.0,oil
Peru,Central Ilo2,coal,,"Ilo, Moquegua",closed,135,,Engie Energía Peru S.A.,private,,,,https://www.expreso.com.pe/economia/engie-cierra-central-termoelectrica-de-ilo/,-17.7779118,-71.1880186,135.0,coal
Peru,Recka,Diesel,Natural gas,"Chiclayo, Lambayeque",active,181,2015,Sociedad Minera Cerro Verde S.A.A,private,,,https://www.osinergmin.gob.pe/seccion/centro_documental/electricidad/Documentos/PROYECTOS%20GFE/Acorde%C3%B3n/Generaci%C3%B3n/1.4.11.pdf,http://www.minem.gob.pe/minem/archivos/Capitulo%203%20Generacion%20electrica%202018.pdf,-6.8797568,-79.7941446,181.0,Multiple
Peru,Éten,Diesel,Natural gas,"Chiclayo, Lambayeque",active,236,2015,Planta de Reserva Fría de Generación Éten S.A.,private,,,,https://www.osinergmin.gob.pe/seccion/centro_documental/electricidad/Documentos/PROYECTOS%20GFE/Acorde%C3%B3n/Generaci%C3%B3n/1.4.10.pdf,-6.8912176,-79.7967405,236.0,Multiple
Peru,Central Ilo31,Diesel,Natural gas,"Ilo, Moquegua",active,569,2013,Engie Energía Peru S.A.,private,,,,https://www.osinergmin.gob.pe/seccion/centro_documental/electricidad/Documentos/PROYECTOS%20GFE/Acorde%C3%B3n/Generaci%C3%B3n/1.4.5.pdf,-17.7779118,-71.1880186,569.0,Multiple
Peru,Malacas 2 & 3,Natural gas,Diesel,"Talara, Piura",active,280,,Enel Generación Piura S.A,private,,,https://www.enelamericas.com/es/conocenos/a201609-Piura.html,http://www.minem.gob.pe/minem/archivos/Anexo%202%20Mapa%20Principales%20Centrales%202018.pdf,-4.5370987,-81.26595,280.0,Multiple
Peru,Santo Domingo de los Olleros,Natural gas,,"Chilca, Cañete",active,300,2013,Termochilca S.A.,private,Lima,,,https://elcomercio.pe/economia/peru/termochilca-inaugura-central-termica-potencia-300-mw-noticia-517471-noticia/,-12.2182687,-76.5162777,300.0,Gas
Peru,Fénix,Natural gas,vapour,"Chilca, Cañete",active,579,2013,Fénix Power Peru S.A.,private,,,"La central termoeléctrica Fenix utiliza Natural gas en dos turbinas de combustión para generar el 66,7% de energía. El calor emitido durante este proceso permite calentar el agua de mar, previamente desalinizada & desmineralizada en la planta de tratamiento de agua, para producir vapour. Este último alimenta la turbina a vapour donde se genera el 33,3% de energía restante. Es decir, sin necesidad de hacer uso de combustible adicional.",https://www.fenix.com.pe/nosothers/nuestra-central-termoelectrica/,-12.7493014,-77.1158763,579.0,Gas
Peru,Ventanilla,Natural gas,vapour,Lima,active,524,2006,"Enel Generación Peru S.A.A., parte del Grupo Enel",private,,,"Es la primera central de ciclo combinado del Peru, también fue la primera en usar el Natural gas de los yacimientos de Camisea. Su construcción tomó dos años & demandó una inversión de 135 millones de dólares.",https://www.enel.pe/es/inversionistas/enel-generacion-peru/ventanilla.html,-11.9182644,-77.1211654,524.0,Gas
Peru,Santa Rosa,Natural gas,Diesel,Lima,active,446,"1982 (Planta UTI), 2009 (Planta Siemens) & 2014 (Planta Westinghouse)","Enel Generación Peru S.A.A., parte del Grupo Enel",private,Lima,,,https://www.enel.pe/es/inversionistas/enel-generacion-peru/santa-rosa.html,-12.04024,-77.0147355,446.0,Multiple
Peru,Central Chilca Dos,Natural gas,vapour,Lima,active,111,2016,Engie Energía Peru S.A.,private,,,,https://engie-energia.pe/stakeholder/clientes/operaciones-y-proyectos/,-12.5188946,-76.7427056,111.0,Gas
Peru,Central Chilca Uno,Natural gas,vapour,Lima,active,852,2012,Engie Energía Peru S.A.,private,,,,https://www.osinergmin.gob.pe/seccion/centro_documental/electricidad/Documentos/PROYECTOS%20GFE/Acorde%C3%B3n/Generaci%C3%B3n/1.4.2.pdf,-12.5188946,-76.7427056,852.0,Gas
Peru,Puerto Bravo,Natural gas,Diesel,"Islay, Arequipa",active,616,2016,Samay I S.A.,private,,Filial de la israelí IC Power,,,-17.0389136,-71.9806433,616.0,Gas
Peru,NEPI Ilo4,Natural gas,Diesel,"Ilo, Moquegua",active,719,2016,Engie Energía Peru S.A.,private,,,,,-17.7779118,-71.1880186,719.0,Gas
Peru,Aguaytía,Natural gas,,"Curimaná, Ucayali",active,202,1998,Termoselva S.R.L.,private,,,,,-8.8545259,-75.8937284,202.0,Gas
Peru,Kallpa,Natural gas,vapour,Lima,active,979,2012,Kallpa Generación S.A.,private,,,,,-12.5000777,-76.7311072,979.0,Gas
Peru,Las Flores,Natural gas,,"Chilca, Cañete",active,192,,Kallpa Generación S.A.,private,,,,,-12.5222515,-76.7197518,192.0,Gas
Peru,Tallanca,Natural gas,,"Paita, Piura",under construction,18,Se espera: 2021,SDE PIURA S.A.C.,private,,,,https://www.osinergmin.gob.pe/seccion/centro_documental/electricidad/Documentos/Publicaciones/Compendio-Proyectos-GTE-Construccion-agosto-2020.pdf,-5.0902044,-81.1238416,18.0,Gas
Peru,Iquitos Nueva,oil,Natural gas,"Punchana, Maynas, Loreto",active,81,2017,Genrent del Peru S.A.C.,private,,,,http://www.minem.gob.pe/minem/archivos/Anexo%202%20Mapa%20Principales%20Centrales%202018.pdf,-3.7250424,-73.2681658,81.0,Multiple
Saint Lucia,Cul-de-Sac,Diesel,,Castries,active,87,1990,St. Lucia Electricity Services Limited,mixed,"Soucis, Castries",Gobierno de Saint Lucia & Commonwealth Development Corporation,,https://www.lucelec.com/,13.9764343,-61.007477,87.0,Diesel
San Vicente & Granadinas,Cane Hall,Diesel,,Saint George,active,19.66,1976,St Vincent Electricity Services Limited,state-owned,Kingstown,,,https://www.vinlec.com/contents/operations,13.1521171,-61.201783,19.7,Diesel
San Vicente & Granadinas,Lowmans Bay,Diesel,,Saint Andrew,active,17.4,2005,St Vincent Electricity Services Limited,state-owned,Kingstown,,"La empresa también opera las plantas a diesel Bequia, Canouan & Union Island, con capacidad de 0.88 Mw",https://www.vinlec.com/contents/operations,13.1678378,-61.245038,17.4,Diesel
St. Kitts & Nevis,Needsmust,Diesel,,Needsmust,active,43,1952,St. Kitts Electricity Company Limited,state-owned,Basseterre,,,http://www.skelec.kn/,17.3062632,-62.716838,43.0,Diesel
St. Kitts & Nevis,Prospect,Diesel,,Charlestown,active,13.4,1983,Nevis Electricity Company Limited,state-owned,Pinney,,,https://www.nevlec.com,17.126016,-62.612175,13.4,Diesel
Suriname,Saramacca I,Diesel,,Paramaribo,active,72,,NV Energiebedrijven Surinamee,state-owned,Paramaribo,Gobierno de Suriname,,https://www.nvebs.com,5.8305977,-55.175914,72.0,Diesel
Suriname,Saramacca II,Diesel,,Paramaribo,active,36,2013,NV Energiebedrijven Surinamee,state-owned,Paramaribo,Gobierno de Suriname,,https://www.nvebs.com,5.821059,-55.162433,36.0,Diesel
Surinamee,Tout Lui Faut,Fuel oil,vapour,Wanica,active,96,2006,Staatsolie Power Company Surinamee N.V,state-owned,Paramaribo,Staatsolie Maatschappij Surinamee NV,,https://www.staatsolie.com,5.765556,-55.205948,96.0,Fuel oil
Trinidad & Tobago,Cove,Natural gas,Diesel,Friendship,active,64,2009,Comisión de Electricidad de Trinidad & Tobago (T&TEC),state-owned,Puerto España,,,https://www.energy.gov.tt/resources/electric-power/,11.1457454,-60.796295,64.0,Gas
Trinidad & Tobago,Penal,Natural gas,vapour,Penal,active,236,1994,Powergen,mixed,Puerto España,"T&TEC, NEL Power Holdings Limited & MaruEnergy Trinidad, LLC",,https://www.energy.gov.tt/resources/electric-power/,10.147339,-61.476649,236.0,Gas
Trinidad & Tobago,Point Lisas,Natural gas,,Point Lisas,active,818,1997,Powergen,mixed,Puerto España,"T&TEC, NEL Power Holdings Limited & MaruEnergy Trinidad, LLC",,https://www.energy.gov.tt/resources/electric-power/,10.4182506,-61.487727,818.0,Gas
Trinidad & Tobago,Trinity Power Limited,Natural gas,,Couva,active,225,1999,Carib Power Management LLC,private,,Carib Power Management LLC,,https://www.energy.gov.tt/resources/electric-power/,10.4040164,-61.463963,225.0,Gas
Trinidad & Tobago,Union Estate,Natural gas,Calor residual & vapour,La Brea,active,720,2011,Trinidad Generation Unlimited,state-owned,,T&TEC,,https://www.tgu.co.tt/about-us/history/,10.2168647,-61.634599,720.0,Gas
Uruguay,Punta del Tigre B,Natural gas,,Departamento de San José,active,532.22,2019,Administración Nacional de Usinas & Trasmisiones Eléctricas UTE,state-owned,Montevideo,public,,https://www.ute.com.uy/,-34.752322,-56.542687,532.2,Gas
Uruguay,Punta del Tigre 7 & 8,Natural gas,,Departamento de San José,active,50,2013,Administración Nacional de Usinas & Trasmisiones Eléctricas UTE,state-owned,Montevideo,public,,https://www.ute.com.uy/,-34.7498,-56.5411,50.0,Gas
Uruguay,Central Térmica de Respaldo (CTR),Natural gas,,Montevideo,active,212,,Administración Nacional de Usinas & Trasmisiones Eléctricas UTE,state-owned,Montevideo,public,,https://www.ute.com.uy/,-34.8265,-56.2366,212.0,Gas
Uruguay,Punta del Tigre A,oil,,Departamento de San José,active,300,2006,Administración Nacional de Usinas & Trasmisiones Eléctricas UTE,state-owned,Montevideo,public,,https://www.ute.com.uy/,-34.75,-56.5422,300.0,oil
Uruguay,"Central Termoeléctrica ""José Batlle & Ordóñez""",oil,,Montevideo,active,70,1931,Teyma -Saceem,private,Montevideo,private,,https://www.saceem.com/proyectos.php?catId=1&subCatId=24&obraId=265,-34.8861,-56.1977,70.0,oil
Venezuela,Termoeléctrica Luis Zambrano,Diesel,Natural gas,"El Vigía, Mérida",halted,470,2013,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,halted por falla desde abril de 2020,https://elpitazo.net/los-andes/sectores-de-merida-tienen-electricidad-menos-de-cuatro-horas-diarias/ http://www.corpoelec.gob.ve/noticias/termoel%25C3%25A9ctrica-don-luis-zambrano-aporta-180-mw-al-sen,8.5585646,-71.769567,470.0,Diesel
Venezuela,Termoeléctrica José María España (ex Oscar Augusto Machado),Diesel,Natural gas,"Kilómetro 8 de la carretera Panamericana, Miranda",constant failures,450,1969,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,,http://www.corpoelec.gob.ve/noticias/45-a%C3%B1os-de-la-planta-el%C3%A9ctrica-jos%C3%A9-mar%C3%ADa-espa%C3%B1a http://www.corpoelec.gob.ve/noticias/corpoelec-busca-restablecer-unidad-11-de-planta-jos%C3%A9-mar%C3%ADa-espa%C3%B1a,10.4182364,-66.960501,450.0,Diesel
Venezuela,Planta Termoeléctrica Guarenas,Diesel,Natural gas,"Guarenas, Miranda",closed,156,2012,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,closed desde 2016,,10.4697343,-66.569575,156.0,Diesel
Venezuela,Termoeléctrica Juan Bautista Arismendi,Diesel,Natural gas,"El Guamache, Nueva Esparta",constant failures,208,2012,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,constant failures & escasez de combustible,https://www.bnamericas.com/es/noticias/primera-fase-de-termoelectrica-juan-bautista-arismendi-con-78-de-avance,10.8782165,-64.036604,208.0,Diesel
Venezuela,Termoeléctrica Luisa Cáceres de Arismendi,Diesel,Natural gas,"Porlamar, Nueva Esparta",constant failures,320,1975,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,constant failures & escasez de combustible,https://efectococuyo.com/la-humanidad/racionamiento-electrico-en-nueva-esparta-va-para-largo-se-fundio-unidad-termogeneradora-de-50-mw/,10.9391878,-63.890525,320.0,Diesel
Venezuela,Termoeléctrica Táchira,Diesel,,"La Fría, Táchira",constant failures,330,1960,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,Comprometido su suministro de combustible por estar en frontera con Colombia,https://www.vtv.gob.ve/protector-tachira-termoelectrica-fria/,8.2015283,-72.28197,330.0,Diesel
Venezuela,Planta Termoeléctrica San Lorenzo,Diesel,,"Baralt, Zulia",constant failures,150,1970,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,,,9.7827948,-71.0724716,150.0,Diesel
Venezuela,Termoeléctrica Josefa Joaquina Sánchez Bastidas,Fuel oil,,"Catia La Mar, Vargas",constant failures,1720,1956 (como Termoeléctrica Ricardo Zuloaga) & 2007 (tras ser renombrada por PDVSA),Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,"En 1982 se produjo un incidente con decenas de muertos conocido como La Tragedia de Tacoa con 160 muertes, incluyendo nueve periodistas así como policías & bomberos",http://www.corpoelec.gob.ve/altos-niveles-de-seguridad-industrial-blindan-al-complejo-generador-josefa-joaquina-s%C3%A1nchez-bastidas,10.5877,-67.0806,1720.0,Multiple
Venezuela,Planta Centro,Fuel oil,,"Morón, Carabobo",constant failures,2600,1982,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,"Tiene constantes derrames petroleros, los dos más importantes en julio de 2020 & 2019. constant failures, sólo funciona una de las seis unidades.",http://globalenergyobservatory.org/form.php?pid=43126,10.4949,-68.1552,2600.0,Fuel oil
Venezuela,CT Antonio José de Sucre,Natural gas,,"Cumaná, Sucre",constant failures,1000,2015,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,,http://www.corpoelec.gob.ve/proyectos/planta-termoel%C3%A9ctrica-antonio-jose-de-sucre-y-sus-obras-de-transmisi%C3%B3n-asociadas,10.3997,-64.1668,1000.0,Gas
Venezuela,CT Juan Manuel Valdez,Natural gas,Diesel,"Güiria, Sucre",constant failures,350,2018,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,,https://www.vtv.gob.ve/sucre-recupera-electrico-sabotaje/,10.565112,-62.313899,350.0,Gas
Venezuela,Termoeléctrica Josefa Camejo,Natural gas,,"Los Taques, Falcón",constant failures,450,2009,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,"También presta servicio eléctrico al Complejo Refinador Paraguaná & está conectado con la Refinadora Amuay por un oleoducto. constant failures, sólo funcionan dos turbinas & no genera electricidad sino requiere carga desde Planta Centro.",http://www.corpoelec.gob.ve/proyectos/planta-termoel%C3%A9ctrica-josefa-camejo-0,11.75,-70.1716,450.0,Gas
Venezuela,Termoeléctrica Argimiro Gabaldón,Natural gas,,"Cabudare, Lara",halted,120,2008,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,halted tras incendio de enero 2020,https://venezuelavanza.es.tl/C-.-T-.--Argimiro-Gabald%F3n.htm,10.1584092,-67.582786,120.0,Gas
Venezuela,Complejo Termoeléctrico General Rafael Urdaneta (TermoZulia I al IV & vieja planta Urdaneta),Natural gas,Diesel,"Maracaibo, Zulia",constant failures,1570,2003,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,"El estado Zulia, donde se ubica este Complejo, es el más afectado por apagones en Venezuela con entre 8 & 12 horas diarias sin servicio eléctrico",http://www.corpoelec.gob.ve/proyectos/planta-termozulia-ii-y-sus-obras-de-transmisi%C3%B3n-asociadas,10.4903,-71.6353,1570.0,Gas
Venezuela,Bajo Grande,Natural gas,,"Cañada de Urdaneta, Zulia",constant failures,90,2012,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,,http://www.pdvsa.com/index.php?option=com_content&view=article&id=4887:10268&catid=10&Itemid=589&lang=es,10.5034627,-71.648945,90.0,Gas
Venezuela,Guaicaipuro,Natural gas,,"Maracaibo, Zulia",constant failures,54,1970,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,,http://www.corpoelec.gob.ve/noticias/corpoelec-pone-en-servicio-23-mw-adicionales-en-planta-guaicaipuro-del-zulia,10.704281,-71.678875,54.0,Gas
Venezuela,San Timoteo,Natural gas,,"Baralt, Zulia",constant failures,160,2016,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,,,9.7839025,-71.068702,160.0,Gas
Venezuela,Planta Casigua,Natural gas,,"Casigua El Cubo, Zulia",constant failures,80,1970,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,,,8.7491526,-72.520889,80.0,Gas
Venezuela,Planta Antonio Nicolás Briceño (barcaza o gabarra),Natural gas,,"Baralt, Zulia",closed,104,2010,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,"Conectada con San Lorenzo por subestación, ahora abandonada & sin uso",http://www.pdvsa.com/index.php?option=com_content&view=article&id=3916:8642&catid=10&Itemid=589&lang=es,9.7828053,-71.072472,104.0,Gas
Venezuela,TermoCarabobo,Natural gas,Diesel,"Puerto Cabello, Carabobo",halted,680,2014,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,halted por fallas,http://www.pdvsa.com/index.php?option=com_content&view=article&id=594:gobierno-revolucionario-inauguro-la-planta-termocarabobo-ii&catid=10&Itemid=589&lang=es,10.4845923,-68.151504,680.0,Gas
Venezuela,TermoCarabobo II (El Palito),Natural gas,Diesel,"Puerto Cabello, Carabobo",under construction,720,2012,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,,https://www.elimpulso.com/2012/08/07/en-septiembre-planta-termoelectrica-el-palito-iniciara-operaciones/,10.4845923,-68.151504,720.0,Gas
Venezuela,Planta Termoeléctrica Alfredo Salazar,Natural gas,,"Anaco, Anzoátegui",halted,330,1970,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,halted por fallas,,9.4030955,-64.457597,330.0,Gas
Venezuela,La Cabrera,Natural gas,Diesel,Carretera Maracay-Mariara,constant failures,450,1974,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,,http://www.pdvsa.com/index.php?option=com_content&view=article&id=577:inaugurada-planta-termoelectrica-la-cabrera-en-el-estado-aragua&catid=10&Itemid=589&lang=es,10.2553403,-67.681718,450.0,Gas
Venezuela,Turboven,Natural gas,,"Maracay & Cagua, Aragua",active,120,2010,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,Dos direcciones,,10.2271525,-67.609884,120.0,Gas
Venezuela,Alberto Lovera,Natural gas,,"Puerto La Cruz, Anzoátegui",closed,300,2010,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,Dentro de la refinería Puerto La Cruz,,10.2206362,-64.62044,300.0,Gas
Venezuela,Planta Guanta,Natural gas,,"Guanta, Anzoátegui",closed,150,1988,oils de Venezuela (PDVSA),state-owned,Caracas,100% state-owned,,,10.2349411,-64.581285,150.0,Gas
Venezuela,Planta San Diego de Cabrutica,Natural gas,,"San Diego de Cabrutica, Anzoátegui",closed,300,2009,oils de Venezuela (PDVSA),state-owned,Caracas,100% state-owned,,http://www.corpoelec.gob.ve/proyectos/planta-termoel%C3%A9ctrica-san-diego-de-cabrutica,8.4231463,-64.896834,300.0,Gas
Venezuela,CT Ramón Laguna,Natural gas,,"Maracaibo, Zulia",halted,860,1979,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,,http://www.corpoelec.gob.ve/noticias/planta-termoel%C3%A9ctrica-ram%C3%B3n-laguna-ser%C3%A1-rehabilitado-100-en-menos-de-18-meses,10.5987795,-71.616644,860.0,Gas
Venezuela,Planta Este,Natural gas,,"Zona Industrial Quizanda, Carabobo",closed,150,1970,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,,,10.1811007,-67.967934,150.0,Gas
Venezuela,PT Ezequiel Zamora,Natural gas,,"Altagracia de Orituco, Guárico",closed,150,2009,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,,,9.860718,-66.293178,150.0,Gas
Venezuela,Planta Termoeléctrica TermoBarrancas,Natural gas,,"Barrancas, Apure",halted,170,2007,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,halted por accidente en 2020,http://www.schradercamargo.com/portfolio-items/central-termoelectrica-termobarrancas/,8.6973521,-70.208942,170.0,Gas
Venezuela,Planta Termoeléctrica Sidor,Natural gas,,"Ciudad Guayana, Bolívar",halted,185,2010,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,halted por falta de gas,http://www.sidor.com/noticias-sidor/noticias/75-destacamos/785-termoelectrica-sidor-incorpora-90-megavatios-al-sen,8.2425738,-62.83643,185.0,Gas
Venezuela,PT Pedro Camejo,Natural gas,,"Los Guayos, Carabobo",active,300,2006,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,,http://www.schradercamargo.com/portfolio-items/central-termica-de-pedro-camejo/,10.1771,-67.9462,300.0,Gas
Venezuela,PT Genevapca,Natural gas,,"Centro Refinador Paraguaná, Falcón",constant failures,315,1994,oils de Venezuela (PDVSA),state-owned,Caracas,100% state-owned,Alimenta a varios circuitos en Falcón así como a dos refinerías: Cardón & Amuay,https://elpitazo.net/occidente/apagon-en-crp-paraguana-mantiene-gran-parte-de-la-peninsula-sin-luz/,11.6385,-70.2191,315.0,Gas
Venezuela,Planta Barquisimeto,Natural gas,,"Barquisimeto, Lara",constant failures,130,1978,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,,,10.0768297,-69.351592,130.0,Gas
Venezuela,Planta Barquisimeto II,Natural gas,,"Barquisimeto, Lara",constant failures,60,1970,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,,,10.0785362,-69.40937,60.0,Gas
Venezuela,Planta Barquisimeto III,Natural gas,,"Barquisimeto, Lara",constant failures,110,2016,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,,,10.0781982,-69.409026,110.0,Gas
Venezuela,Planta Castillito,Natural gas,,"Valencia, Carabobo",constant failures,85,1975,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,,http://globalenergyobservatory.org/geoid/42212,10.1884,-67.95286,85.0,Gas
Venezuela,Planta Coro,Natural gas,,"Coro, Falcón",constant failures,70,1970,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,,,11.1168753,-69.748044,70.0,Gas
Venezuela,Termocentro El Sitio (India Urquía),Natural gas,Diesel,"Saint Lucia, Miranda",active,1080,2011,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,,http://www.corpoelec.gob.ve/proyectos/complejo-generador-termocentro,10.2898,-66.6813,1080.0,Gas
Venezuela,Termocentro La Raisa,Natural gas,,"Caujarito, Miranda",active,440,2011,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,,https://lacomunidadpetrolera.com/2015/04/ministro-chacon-inspecciona-termoelectrica-la-raisa.html,10.2561,-66.7922,440.0,Gas
Venezuela,PT El Furrial,Natural gas,,"El Furrial, Monagas",constant failures,200,2013,Corporación Eléctrica Nacional (Corpoelec),state-owned,Caracas,100% state-owned,Conectado con la Isla de Margarita mediante cable submarino,https://www.stantec.com/es/projects/el-furrial-power-plant-pdvsa-project,9.7011303,-63.470084,200.0,Gas
Virgin Islands (EU),Randolph Harley,propane,Fuel oil,St Thomas,active,141,1968,Virgin Islands Water and Power Authority,state-owned,St Thomas,,,http://www.viwapa.vi/home,18.3318609,-64.962399,141.0,Gas
Virgin Islands (EU),Estate Richmond,propane,,St Croix,active,101,1967,Virgin Islands Water and Power Authority,state-owned,St Croix,,,http://www.viwapa.vi/home,17.7164768,-64.777803,101.0,Gas
